time,H_1,H_2,H_3,cry_1,cry_2,cry_3,disloc_density,disp_x,disp_y,disp_z,fp_yy,gd_0,gd_1,gd_10,gd_11,gd_12,gd_13,gd_14,gd_15,gd_16,gd_17,gd_18,gd_19,gd_2,gd_20,gd_21,gd_22,gd_23,gd_24,gd_25,gd_26,gd_27,gd_28,gd_29,gd_3,gd_30,gd_31,gd_32,gd_33,gd_34,gd_35,gd_36,gd_37,gd_38,gd_39,gd_4,gd_40,gd_41,gd_42,gd_43,gd_44,gd_45,gd_46,gd_47,gd_5,gd_6,gd_7,gd_8,gd_9,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_12,slip_increment_13,slip_increment_14,slip_increment_15,slip_increment_16,slip_increment_17,slip_increment_18,slip_increment_19,slip_increment_2,slip_increment_20,slip_increment_21,slip_increment_22,slip_increment_23,slip_increment_24,slip_increment_25,slip_increment_26,slip_increment_27,slip_increment_28,slip_increment_29,slip_increment_3,slip_increment_30,slip_increment_31,slip_increment_32,slip_increment_33,slip_increment_34,slip_increment_35,slip_increment_36,slip_increment_37,slip_increment_38,slip_increment_39,slip_increment_4,slip_increment_40,slip_increment_41,slip_increment_42,slip_increment_43,slip_increment_44,slip_increment_45,slip_increment_46,slip_increment_47,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,slip_resistance_0,slip_resistance_1,slip_resistance_10,slip_resistance_11,slip_resistance_12,slip_resistance_13,slip_resistance_14,slip_resistance_15,slip_resistance_16,slip_resistance_17,slip_resistance_18,slip_resistance_19,slip_resistance_2,slip_resistance_20,slip_resistance_21,slip_resistance_22,slip_resistance_23,slip_resistance_24,slip_resistance_25,slip_resistance_26,slip_resistance_27,slip_resistance_28,slip_resistance_29,slip_resistance_3,slip_resistance_30,slip_resistance_31,slip_resistance_32,slip_resistance_33,slip_resistance_34,slip_resistance_35,slip_resistance_36,slip_resistance_37,slip_resistance_38,slip_resistance_39,slip_resistance_4,slip_resistance_40,slip_resistance_41,slip_resistance_42,slip_resistance_43,slip_resistance_44,slip_resistance_45,slip_resistance_46,slip_resistance_47,slip_resistance_5,slip_resistance_6,slip_resistance_7,slip_resistance_8,slip_resistance_9,sliprate,strain_yy,stress_vm,stress_xx,stress_yy,stress_zz,total_twin_volume_fraction
1e-08,806564829.69916,808835399.97378,809488659.21595,0.29133577624141,0.17305285692809,-0.065348243810917,20000000,7.4052011597354e-10,3e-09,7.696219139799e-10,1,498.76749718677,498.76749718677,497.2552592988,497.2552592988,498.99403801908,497.9521465461,497.77274138196,497.33853583334,499.03694846726,498.05171489039,497.50167602236,497.75166087412,497.83095084308,499.27368625468,497.91885631359,498.19273215046,498.0833698036,498.92170550317,498.18671669433,497.48157739536,497.26707578321,498.95954852832,498.24898537517,497.83095084308,497.38459514023,497.46383930151,498.98345685045,497.77447741147,498.13271275478,497.44600829251,499.01832460364,497.90572236538,497.63047114303,498.11399936149,498.77535746787,499.20249304066,497.86146786322,498.41111917356,497.86733949144,499.20157000235,497.92840919681,498.00593543135,498.33840771668,498.77535746787,497.6726712284,497.6726712284,498.63209885107,498.63209885107,-3.0056500016663e-72,-7.7340351137471e-72,4.6160775522524e-72,2.668671047462e-72,6.4933868854202e-71,-4.4102236723689e-70,-1.3719489737701e-71,1.2577389972938e-71,3.6175187023026e-73,-4.5061661950182e-72,-1.0203570077379e-72,-7.2120310105813e-72,-1.5512388546836e-71,1.2242149284946e-71,8.4460133510225e-71,3.8179076627901e-73,-1.0945041517015e-71,3.2035657742344e-71,-5.1686557815624e-70,-1.2159551488075e-71,1.1312570692009e-71,-4.7462803567707e-72,-3.0853616005907e-72,7.3386627140724e-73,-9.0284667230719e-73,-2.3373908805112e-72,8.4919931528968e-71,-2.0309070737776e-70,-9.5749597099637e-72,1.5257141430168e-71,-6.2735484211259e-74,-3.6223381097474e-72,-1.4071981202742e-72,-1.0414675699426e-71,4.5657140795062e-71,9.9513077866258e-72,3.8038908830175e-71,4.1663160778971e-72,-1.4132844420931e-71,7.5258764513281e-72,8.7020057735645e-71,4.2814754355833e-74,-1.0085144928666e-71,-3.5366116990123e-73,1.0846545345216e-71,2.7508209607923e-72,2.3391208877122e-72,-1.5448015029868e-70,623.29002615481,623.29002615481,621.77778826684,621.77778826684,623.51656698712,622.47467551414,622.29527034999,621.86106480137,623.5594774353,622.57424385843,622.02420499039,622.27418984216,622.35347981112,623.79621522272,622.44138528163,622.7152611185,622.60589877164,623.4442344712,622.70924566236,622.0041063634,621.78960475124,623.48207749636,622.77151434321,622.35347981112,621.90712410827,621.98636826955,623.50598581848,622.29700637951,622.65524172281,621.96853726054,623.54085357168,622.42825133342,622.15300011107,622.63652832953,623.29788643591,623.7250220087,622.38399683125,622.93364814159,622.38986845948,623.72409897039,622.45093816485,622.52846439939,622.86093668471,623.29788643591,622.19520019644,622.19520019644,623.15462781911,623.15462781911,0,9.9999945534126e-07,0.22594961854706,-4.1969166604828e-09,0.21768638219966,-4.8729510455911e-09,0
