time,H_1,H_2,H_3,Hs_1,Hs_2,Hs_3,cry_1,cry_2,cry_3,disloc_density,disloc_density_m,disp_x,disp_y,disp_z,fp_yy,mesh_quality,mesh_quality_m,sliprate,sliprate_m,strain_eff,strain_shear,strain_shear_m,strain_yy,stress_vm,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,total_twin_volume
1e-10,0,0,0,0,0,0,0.84601130633334,0.56387168027486,0.65277711665588,20000000,20000000,0,1.3874533346661e-20,0,1,7.9143136107026e-12,3.1615120274749e-12,0,0,3.3791395738892e-18,1.7240335782746e-18,1.1718447697577e-16,3.2251228961159e-18,0,0,0,0,0,0,0,0
